label,definition,comment,exactSynonym,broadSynonym,narrowSynonym,relatedSynonym,subsetType,uri
water-based cloud,A cloud which is primarily composed of water-based aerosols.,"On Earth clouds are formed by the saturation of air in the homosphere when air cools or gains water vapor. Note that this class describes clouds as countable objects, rather than 'cloud material'. It also refers only to clouds made up of a water-based material.",,cloud mass,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001428
formation of a solid aerosol from gaseous material in an atmosphere,A process during which microscopic solid particulates are formed from gaseous materials in an atmosphere.,,,formation of a solid aerosol in an atmosphere|formation of a solid aerosol in the atmosphere|atmospheric formation of a solid aerosol,,formation of solid particles from gaseous material in an atmosphere,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001090
atmospheric frontal zone,"An environmental zone which contains a weather front, bounded by frontal surfaces.",,,frontal zone,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001668
glaciation of water droplets in a cloud,A process during which supercooled water droplets in a cloud freeze into ice crystals.,,,glaciation,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001640
occluded front,A weather front which separates air behind a cold front from air ahead of a warm front.,,,occlusion,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001714
atmospheric aerosolised particle formation event,An aerosol formation event  which occurs in an atmosphere.,"Note that the detection of such events, and thus the thresholds used to define them in the field, are operational and dependent on the technology and observation strategy used. The event must be intense enough, occur in a large enough area, and persist for enough time to allow the formed particle population to be observed. There are no exact or universally agreed upon thresholds for the intensity, area and duration of such events. If elevated new particle formation rate is observed in the atmosphere (away from direct sources of the related gas-phase molecules) for an operationally defined period of time, practitioners often declare that such an event has taken place.",,rapid formation of liquid or solid particles from gaseous material in an atmosphere,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001359
secondary atmospheric aerosol formation event,A secondary aerosol formation process which occurs in an atmosphere at an increased rate relative to background processes of the same kind.,"Note that the detection of such events, and thus the thresholds used to define them in the field, are operational and dependent on the technology and observation strategy used. The event must be intense enough, occur in a large enough area, and persist for enough time to allow the formed particle population to be observed. There are no exact or universally agreed upon thresholds for the intensity, area and duration of such events. If elevated new particle formation rate is observed in the atmosphere (away from direct sources of the related gas-phase molecules) for an operationally defined period of time, practitioners often declare that such an event has taken place.",,rapid formation of liquid or solid particles from gaseous material in an atmosphere,,atmospheric new particle formation event,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001373
atmospheric aerosol formation,An aerosol formation process which occurs in an atmosphere.,,atmospheric aerosol formation,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001085
cloud,A cloud is a visible mass of aerosolised liquid droplets or frozen crystals suspended in an atmosphere above the surface of a planetary body.,"On Earth clouds are formed by the saturation of air in the homosphere when air cools or gains water vapor. Please use the ""water-based cloud"" class and its subclasses for Earth's clouds. Note that this class describes clouds as countable objects, rather than 'cloud material'. It also refers only to clouds made up of a water-based material.",cloud mass,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01000760
fogbow,A rainbow which forms through the interaction of sunlight with the water droplets which constitute fog or clouds; light is diffracted by these droplets such that the photometeor appears almost white with faint reds on the sky-facing side and faint blues on the planet-facing side of the bow.,"Often, fogbows are treated as separate from rainbows; however, as the formation processes are much the same, we currently classify these as a subclass of rainbow pending input from domain experts.",fog bow,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001015
formation of a liquid aerosol from gaseous material in an atmosphere,A process during which microscopic liquid droplets are formed from gaseous materials in an atmosphere.,,formation of a liquid aerosol in an atmosphere|atmospheric formation of a liquid aerosol|formation of a liquid aerosol in the atmosphere,,,formation of liquid particles from gaseous material in an atmosphere|formation of liquid droplets from gaseous material in an atmosphere,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001091
atmospheric secondary aerosol formation process,A process during which gas-phase molecules form solid or liquid particles that are stable enough to continue growing in size - via the condensation or aggregation of other gas-phase molecules - at a greater rate than their constituents re-enter gas phase.,,formation of particles from gaseous material in an atmosphere|formation of an aerosol in the atmosphere|atmospheric formation of an aerosol|formation of an aerosol in an atmosphere,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001365
formation of a solid aerosol from liquid material in an atmosphere,A process during which microscopic solid particulates are formed from liquid materials in an atmosphere.,,formation of solid particles from liquid material in an atmosphere,atmospheric formation of a solid aerosol|formation of a solid aerosol in an atmosphere|formation of a solid aerosol in the atmosphere,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001639
drainage wind,A downslope katabatic wind which is generated by the cooling of atmospheric gas in contact with terrain surfaces.,"Note that slope winds are typically classed separately from fall winds, which occur at larger scales.",gravity wind,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001744
aerosolised liquids,An aerosol which has non-gaseous parts that are primarily composed of liquid droplets.,,liquid aerosol,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001088
weather front,A gaseous front which separates two masses of air with different densities and is a principal cause of meteorological phenomena.,"This class refers to Earth's weather fronts. Other forms, not composed of air, are present on other planets and can be created on request. Note: ""Since the temperature distribution is the most important regulator of atmospheric density, a front almost invariably separates air masses of different temperature. Along with the basic density criterion and the common temperature criterion, many other features may distinguish a front, such as a pressure trough, a change in wind direction, a moisture discontinuity, and certain characteristic cloud and precipitation forms.""",meteorological front,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001681
aerosolised particle formation process,A process during which particles suspended in a gaseous medium are formed.,,new particle formation process,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001366
monochrome solar rainbow,"A solar rainbow which is formed by a narrow band of wavelengths, the rest of the spectrum having been scattered away by an atmosphere.",,red rainbow|monochrome rainbow,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001014
moist-adiabatic process,An adiabatic process which involves air saturated with water vapour and the presence of liquid water.,,saturation-adiabatic process,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001725
secondary aerosol formation process,An aerosol formation process during which solid or liquid particles are either 1) formed in a volume of gas through gas-to-liquid or gas-to-solid conversions or 2) increase in size through aggregation with other particles.,,secondary aerosol formation,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001368
aerosolised solids,An aerosol which has non-gaseous parts that are primarily composed of solid particles.,,solid aerosol,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001089
intertropical front,A weather front which exists in an equatorial trough separating the air of the Northern and Southern Hemispheres of an astronomical body.,Note there is controversy if such fronts exist or at least are compatible with frontal theory.,tropical front,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001710
lunar rainbow,"A lunar rainbow is a rainbow produced by the refraction of light, which has been reflected from a moon's surface, by water droplets in an astronomical body's atmosphere.",,white rainbow|moonbow,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001005
tropical storm,"A an atmospheric storm which originates over tropical or subtropical waters and possesses a warm-core, non-frontal synoptic-scale cyclone with a low pressure centre, spiral rain bands and strong winds.",,,,,,envoAtmo|environmental_hazards,http://purl.obolibrary.org/obo/ENVO_01001296
cyclone,"An atmospheric storm during which a large mass of atmospheric gas rotates around a centre of low atmospheric pressure, generating high winds which spiral towards that centre.",,,,,,envoAtmo|environmental_hazards,http://purl.obolibrary.org/obo/ENVO_01001297
rainstorm,An atmospheric storm during which intense rainfall occurs.,,,,,,envoAtmo|environmental_hazards,http://purl.obolibrary.org/obo/ENVO_01000879
ground blizzard,"A ground blizzard is a storm during which snow which has settled on a planetary surface is resuspended in and transported through its atmosphere by strong winds, sustained for several hours.","This form of blizzard does not involve snowfall as the snow which is blown by the winds is already present on the ground. To qualify a snowstorm as a blizzard, some sources require the windspeed to be at least 56 km/h and the duration of the storm to be at least three hours. We set no such hard boundaries in this definition, as this should be done with reference to local standards.",,,,,envoAtmo|environmental_hazards,http://purl.obolibrary.org/obo/ENVO_01000904
cirrostratus cloud,"A cloud which 1) occurs in the form of a smooth or fibrous veil, 2) is composed of few small ice crystals, 3) is located in the high level of the atmosphere (high étage).",Cirrostratus clouds totally or partly cover the sky and are always thin enough to show the disc of the local star. When well-illuminated by sunlight (excluding during sunrise and sunset) cirrostratus clouds appear transparent or whitish. Cirrostratus clouds generally produce halo phenomena; sometimes the veil of cirrostratus is so thin that a halo provides the only indication of its presence. Absence of any precipitation.,Cirrostratus|Zirrostratus|Hohe Schleierwolke,,,,envoAtmo|envoCloudAtlas,http://purl.obolibrary.org/obo/ENVO_01001408
cumulonimbus cloud,"A cloud which 1) has been shaped into dense, mountain-like forms or one or more tower-like forms with a flattened upper portion, which often spreads out in the shape of an anvil or plume, 2) is composed of water droplets and, especially in its upper portion, ice crystals, 3) is located in the low level of the atmosphere (low étage), but can extend into the middle and high level of the atmosphere.","Cumulonimbus clouds have a very dark base which may be merged with low ragged clouds which frequently form underneath this cloud. The upper portion  may be smooth, fibrous, or striated. Cumulonimbus also contains large raindrops and, often, snowflakes, snow pellets or hailstones. The water droplets and raindrops may be substantially supercooled. Cumulonimbus is frequently associated with precipitation, sometimes in the form of virga. Cumulonimbus is often accompanied by lightning, thunder or hail. Cumulonimbus usually have their bases in the low level, but their vertical extent is often so great that their tops may reach into the middle and high levels.",Gewitterwolke|Cumulonibus-Wolke,,,,envoAtmo|envoCloudAtlas,http://purl.obolibrary.org/obo/ENVO_01001419
altocumulus cloud,"A cloud which 1) has been shaped into laminae, rounded masses or rolls, 2) is exclusively composed of water droplets, 3) is located in the middle level of the atmosphere (middle étage).","Altocumulus clouds are sometimes fibrous or diffuse and may or may not be merged. When present in aggregates, individual altocumulus clouds are organised in patches, sheets or layers. Most of the regularly arranged small elements in this cloud type often have an apparent width of between one and five degrees. When well-illuminated by sunlight (excluding during sunrise and sunset) altocumulus clouds appear white, grey, or both white and grey, often with shading. The composition of altocumulus clouds leads to low transparency and sharp outlines of the elements. Absence of any precipitation.",Grobe Schäfchenwolke|Altocumulus-Wolke,,,,envoAtmo|envoCloudAtlas,http://purl.obolibrary.org/obo/ENVO_01001409
cirrocumulus cloud,"A cloud which 1) has been shaped into structural elements resembling grains or ripples, 2) is almost exclusively composed of ice crystals, 3) is located in the high level of the atmosphere (high étage).","When present in aggregates, individual cirrocumulus clouds are merged or separate, and regularly arranged in a thin patch, sheet or layer. Most of the small structural elements have an apparent width of less than one degree. Strongly supercooled water droplets may occur but are usually rapidly replaced by ice crystals. When well-illuminated by sunlight (excluding during sunrise and sunset) cirrocumulus clouds appear white. Absence of any precipitation.",Hohe Schäfchenwolke|Cirrocumulus-Wolke|Zirrokumulus,,,,envoAtmo|envoCloudAtlas,http://purl.obolibrary.org/obo/ENVO_01001407
stratocumulus cloud,"A cloud which 1) has been shaped into non-fibrous tessellations, rounded masses, or rolls, 2) is primarily composed of water droplets, and may contain raindrops or, more rarely, snow pellets, snow crystals and snowflakes, 3) is located in the low level of the atmosphere (low étage).","When present in aggregates, individual stratocumulus clouds are organised in patches, sheets or layers. Most of the regularly arranged small elements in this cloud type often have an apparent width of more than five degrees. When well-illuminated by sunlight (excluding during sunrise and sunset) stratocumulus clouds appear grey or whitish, or both grey and whitish in colour. The cloud almost always has dark parts. Fibrous structural elements may emerge when virga is formed. Stratocumulus can have weak falls of rain, snow or snow pellets. Stratocumulus may also be shaped into structural elements which are similar to but do not exactly resemble the ones noted in the definition.",Stratocumulus-Wolke|Haufenschichtwolke,,,,envoAtmo|envoCloudAtlas,http://purl.obolibrary.org/obo/ENVO_01001412
stratus cloud,"A cloud which 1) occurs in the form of a layer with a fairly uniform base or, less frequently, ragged patches, 2) is composed of small water droplets, 3) is located in the low level of the atmosphere (low étage).","When well-illuminated by sunlight (excluding during sunrise and sunset) stratus appears grey in colour. Stratus clouds only produce halo phenomena at very low temperatures. Stratus can have weak falls of drizzle, snow or snow grains. Stratus may allow a clearly visible outline of the local star to be seen through its mass.",niedere Schichtwolke|Stratus-Wolke,,,,envoAtmo|envoCloudAtlas,http://purl.obolibrary.org/obo/ENVO_01001413
hydrological condensation process,Hydrological condensation is a process in which atmospheric water vapour undergoes a phase transition from the gas phase to the liquid phase.,"""process"" is included in the label to make it clear that we are not referring to the condensed material (e.g. water droplets, window fog)",,condensation,,,envoAtmo|envoPolar,http://purl.obolibrary.org/obo/ENVO_01000624
animal trap,A manufactured product which is designed to catch and hold animals.,,,,,,envoCesab,http://purl.obolibrary.org/obo/ENVO_01000975
dry pitfall trap,"A pitfall trap in which a glass, plastic, or metal container devoid of accumulations of any liquid is used to contain any animal that falls inside.",,,,,,envoCesab,http://purl.obolibrary.org/obo/ENVO_01000977
pitfall trap,An animal trap which consists of a container set flush with the ground such that animals moving along the ground may fall in and be available for examination or collection.,,,,,,envoCesab,http://purl.obolibrary.org/obo/ENVO_01000976
wet pitfall trap,"A pitfall trap in which the container used to hold trapped animals is filled with a liquid solution formulated to hold, kill, and preserve any animal or animals which falls within it.","Aqueous solutions used in these traps include: formalin (10% formaldehyde), alcohol, methylated spirits, trisodium phosphate and picric acid.",,,,,envoCesab,http://purl.obolibrary.org/obo/ENVO_01000978
channel of an intermittent river,A channel of an intermittent stream which contains a river when water supply exceeds evapotranspiration and bed seepage.,,intermittent river|ephemeral river,,,temporary river,envoCesab,http://purl.obolibrary.org/obo/ENVO_01000979
cumulus cloud,"A cloud which 1) has been shaped into rising mounds, domes, or towers with a bulging upper part resembling a cauliflower and a near horizontal or ragged base, 2) is mainly composed of water droplets, 3) is located in the low level of the atmosphere (low étage).","When well-illuminated by sunlight (excluding during sunrise and sunset) cumulus has has brilliant white sunlit parts and a dark grey base. Cumulus clouds have sharp outlines. When of great vertical extent, cumulus may release precipitation in the form of showers of rain, snow or snow pellets. Cumulus clouds usually have their bases in the low atmospheric level (low étage), but their vertical extent is often so great that their tops may reach into the middle and high atmospheric levels (middle and high étage).",Kumuluswolke|Haufenwolke|Cumuluswolke|Quellwolke,,,,envoCloudAtlas|envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001414
altostratus cloud,"A cloud which 1) occurs in the form of a striated, fibrous, or uniform sheet or layer, 2) is composed of water droplets and ice crystals, 3) is located in the middle level of the atmosphere (middle étage).","Striation occurs in the form of grooves or channels in cloud formations, arranged parallel to the flow of the air. When well-illuminated by sunlight (excluding during sunrise and sunset) altostratus clouds appear greyish or bluish. Altostratus clouds do not show halo phenomena when scattering visible range stellar radiation. Altostratus clouds have parts thin enough to reveal the local star at least vaguely, as through ground glass or frosted glass. Altostratus may produce rain, snow or ice pellets. Altostratus is usually found in the middle level, but it often extends higher. Altostratus is generally a layer of great horizontal extent (several tens or hundreds of kilometres) and fairly considerable vertical extent (several hundreds or thousands of metres). In the most complete case, three superposed parts can be distinguished: (a) An upper part, composed wholly or mainly of ice crystals, (b) A middle part, composed of a mixture of ice crystals, snow crystals or snowflakes and supercooled water droplets, (c) A lower part, composed wholly or mainly of ordinary or supercooled water droplets or drops. Sometimes the cloud may consist of only two parts, either: 1) An upper part like (a) above and a lower part like (c) or, 2) An upper part like (b) and a lower part like (c). Less frequently, the entire cloud may also be like (a) or like (b) alone.",Mittelhohe Schichtwolke|Altostratus-Wolke,,,,envoCloudAtlas|envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001410
nimbostratus cloud,"A cloud which 1) occurs in the form of a layer, 2) is composed of water droplets (sometimes supercooled) and raindrops, or snow crystals and snowflakes, or of a mixture of these liquid and solid particles, 3) is located in the middle level of the atmosphere (middle étage).","Low, ragged clouds frequently occur below the nimbostratus layer, with which they may or may not merge. When well-illuminated by sunlight (excluding during sunrise and sunset) nimbostratus clouds appear grey, often dark grey in colour. Nimbostratus clouds usually have no discernible base. Nimbostratus generally covers a wide area and is of great vertical extent. Nimbostratus is diffused by more or less continuously falling rain or snow or ice pellets, which in most cases reaches the ground. Sometimes nimbostratus clouds have the appearance of being illuminated from the inside. Nimbostratus is almost always found in the middle level, but it usually extends into the other two levels. Nimbostratus is thick enough throughout to blot out the local star.",Nimbostratus-Wolke|Regen-schichtwolke,,,,envoCloudAtlas|envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001411
cirrus cloud,"A cloud which 1) has been shaped into detached fibrous filaments, 2) is almost exclusively composed of ice crystals, 3) is located in the high level of the atmosphere (high étage).","When present in aggregates, individual cirrus clouds are organised in patches or narrow bands. When organised in sheets of fibres they can give a silky sheen. When well-illuminated by sunlight (excluding during sunrise and sunset) cirrus clouds appear white or mostly white. Absence of any precipitation.",Zirruswolke|(Eis)-Federwolke|Cirruswolke,,,,envoCloudAtlas|envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001160
estuarine open water lower water column,A layer of estuarine water which extends from an estuarine pycnocline or mid-depth to the estuary bed and from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters to end of the estuary most distal from the coast.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoCmecs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001322
estuarine tidal riverine coastal surface layer,A layer of fresh estuarine water which extends a few centimeters from the surface of the water column towards the estuary bed and from the land-water interface to a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoCmecs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001317
estuarine tidal riverine coastal lower water column,A layer of fresh estuarine water which extends from an estuarine pycnocline or mid-depth to the estuarine bed and from the land-water interface to a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoCmecs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001325
neritic mussel reef,A marine reef which is located on a shelf (i.e. in the neritic zone) and primarily composed of self-adhered or conglomerated mussel shells.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoCmecs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001380
area of attached Modiolus assemblages,"An area which is dominated by dense accumulations of mussels, of the genus Modiolus, attached to a substrate other than conspecifics, including the associated faunal communities and predators present on the mussels (e.g., starfish).","This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions. From the CMECs definition: ""Areas where mussels have constructed substrate are classified as Mussel Reef. Areas where mussels are not attached to a hard substrate are classified as Soft Sediment Fauna, Mussel Bed.""",,,,,envoCmecs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001383
semi-diurnal marine tidal flow process,"A marine tidal flow process which occurs twice per day, resulting in two high and two low tides per day, both of roughly equal amplitude.","This class broadly aligns to the Coastal and Marine Ecological Classification Standard (CMECS). This class is provided as the processual equivalent of CMECS unit 666 ""Semi-diurnal Tidal Flow"" (https://cmecscatalog.org/cmecs/classification/unit/666.html); however, based on its definition, CMECS:666 is more accurately mapped to ENVO:01001340 as the definition aligns with ENVO's ""environmental zone"" semantics. A class has been created to accommodate the  semantics of the resulting hydroform (ENVO:01001336). Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoCmecs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001343
oceanic mussel bed,A mussel bed which is located in benthic regions beyond (offshore to) a continental shelf.,"This class extends the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoCmecs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001388
Bathymodiolus-dominated oceanic mussel bed,An oceanic mussel bed which has mussel communities dominated by members of the genus Bathymodiolus.,"This class extends the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoCmecs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001390
diurnal marine tidal flow zone,A marine zone in which ocean waters undergo a diurnal (once per day) tidal oscillation - with one high and one low tide per day - due to the supression of a second daily oscillation by the geometry of the ocean basin and obstructions presented by land masses.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. In this case, the definition aligns with ENVO's ""environmental zone"" semantics. Alternate classes have been created to accommodate the process of diurnal tidal flow. The as the frequency of the process does not influence the semantics of the resulting hydroform, please use ENVO_01001336 to reference the hydroform rather than the zone or the process. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,diurnal tidal flow,envoCmecs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001338
semi-diurnal marine tidal flow zone,A marine tidal flow zone in which ocean waters undergo a semi-diurnal (twice per day) tidal oscillation - with two high and two low tides per day of roughly equal amplitude.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. In this case, the definition aligns with ENVO's ""environmental zone"" semantics. Alternate classes have been created to accommodate the process of diurnal tidal flow. The as the frequency of the process does not influence the semantics of the resulting hydroform, please use ENVO:01001336 to reference the hydroform rather than the zone or the process. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,semi-diurnal tidal flow,envoCmecs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001340
marine faunal bed,"A marine bed which is covered by animals which have benthic habitats, including attached, clinging, sessile, infaunal, burrowing, laying, interstitial, and slow-moving animals, but not animals that have created substrate.","This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions. An excerpt of the CMECS description: ""Faunal Beds are highly dependent on substrate type. Individual species and entire biotic communities have adapted specialized anatomies and behaviors for survival on hard substrates; other species and communities have specialized and developed adaptations for life on soft substrates. Generalist fauna also occur (e.g., certain holothurians, crustaceans, and sponges) that can succeed on both substrate types. However, substrate type is such a defining aspect of the Faunal Bed class that CMECS Faunal Bed subclasses are assigned as physical-biological associations involving both biota and substrate.""",,faunal bed,,,envoCmecs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001376
oceanic transient tracer,A transient tracer role which inheres in chemical entities in seawater.,"Compounds which realise this role can be used in the ocean to quantify ventilation, transit time distribution and  transport time-scales.  These compounds are all conservative in seawater, or have well-defined decay functions, and a well-established source function over time at the ocean surface.",,marine transient tracer,,,envoEOVs,http://purl.obolibrary.org/obo/ENVO_01001878
sea ice variability,"A variability quality which inheres in sea ice, particularly in its concentration, area and extent, type, motion, deformation, age, thickness, and volume.","The EOV specification sheet is simply titled as ""sea ice"", but the description of the EOV is of the variability of sea ice.",,,,,envoEOVs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001375
carbonate system of ocean water,"A system which is composed of carbon-based chemical entities dissolved in or otherwise part of an ocean or sea and the atmosphere adjacent to it, undergoing constant exchange through biogeochemical cycling.","To measure the state and dynamics of the ocean's carbonate system, at least two of the following qualities must be measured: Dissolved Inorganic Carbon (DIC), Total Alkalinity (TA), Partial pressure of carbon dioxide (pCO2), and pH.",carbonate system of the sea|marine carbonate system,,,,envoEOVs|envoMarine,http://purl.obolibrary.org/obo/ENVO_01001497
saline environment,An environment which is determined by materials which bear significant concentrations of salts.,"The thresholds for ""significant"" concentrations of salts vary widely and thus no committment is made in this class. Subclasses with more explicit thresholds can be made upon request.",,,,,envoEmpo,http://purl.obolibrary.org/obo/ENVO_01001040
non-saline environment,,"This class (term) is defined by the lack of a quality (i.e. the lack of salinity or increased osmolarity), which is not best-practice ontologically. Use for annotation is generally discouraged and users should use classes which positively describe the material or environment sampled (i.e. stating the qualities the entity has, rather than those it does not).",,,,,envoEmpo,http://purl.obolibrary.org/obo/ENVO_01001003
sterile water environment,An environmental system which has its properties and dynamics determined by sterile water.,"This term can be understood as a negative experimental control primarily composed of sterile water. The quantity of sterile water used may be contaminated; to express pure sterile water, please use http://purl.obolibrary.org/obo/ENVO_00005791",,,,,envoEmpo|envoOmics,http://purl.obolibrary.org/obo/ENVO_01001042
atmosphere-ocean momentum transfer process,"A momentum transfer process which unfolds as winds generate drag at the bottom of the atmosphere,coupled to dynamical forcing at the surface of the ocean.",,,,,,envoMarine,http://purl.obolibrary.org/obo/ENVO_01001843
marine bathypelagic zone,The one of an ocean below the 10degC thermocline down to a temperature of 4degC.,,,,,,envoMarine,http://purl.obolibrary.org/obo/ENVO_00000211
marine mesopelagic zone,The zone of an ocean immediately below the photic zone down to a depth where the water temperature is 10degC (the thermocline).,,,,,,envoMarine,http://purl.obolibrary.org/obo/ENVO_00000213
hadalpelagic zone,"The zone of an ocean in oceanic trenches, lying between 6000m and 10,000m.",,,,,,envoMarine,http://purl.obolibrary.org/obo/ENVO_00000214
marine abyssalpelagic zone,"The zone of the ocean below the bathypelagic zone, with its lowest boundary at about 6000m.",,,,,,envoMarine,http://purl.obolibrary.org/obo/ENVO_00000212
landlocked sea,A sea that is not connected with an ocean.,envoPolar,,lake,,inland sea,envoMarine,http://purl.obolibrary.org/obo/ENVO_00000219
cyclonic circulation,"A mass fluid flow which moves  in the same direction as a planet's rotation, rotating due to a Coriolis effect.",,cyclonic rotation,,,,envoMarine|envoAtmo|envoPolar,http://purl.obolibrary.org/obo/ENVO_01001748
tidal flow process,"A water flow process during which movements of water masses caused by varying gravitational and rotational forces from astronomical bodies, combined with the rotation of the astronomical body containing the water mass, cause waters to undergo periodic depth oscillations (tides).",,,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001342
marine tidal flow zone,"An environmental zone in which varying gravitational forces from astronomical bodies, combined with the rotation of the astronomical body containing the zone, cause marine waters to undergo periodic depth oscillations (tides).",,,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001341
estuarine open water surface layer,A layer of estuarine water which extends a few centimeters from the surface of the water column towards the estuary bed and from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters until the end of the estuary most distal from the coast.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001315
estuarine coastal surface layer,A layer of estuarine water which extends a few centimeters from the surface of the water column towards the estuary bed and from the shore to a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters.,"This class aligns to the Coastal and Marine Ecological Classification Standard (CMECS). In ENVO, we may adapt the definition for consistency, but the semantics (meaning) of the term should be unaffected. Please consult the CMECS catalogue (https://cmecscatalog.org/) for authoritative and semantically unconstrained definitions.",,,,,envoMarine|envoCmecs,http://purl.obolibrary.org/obo/ENVO_01001302
